Posting Date,Transaction Date,Amount,Credit Debit Indicator,type,Type Group,Reference,Instructed Currency,Currency Exchange Rate,Instructed Amount,Description,Category,Check Serial Number,Card Ending
07/09/2024,07/08/2024,9.50,Debit,POS,POS,,,,,Crema Coffee,Restaurants/Dining,,
07/08/2024,07/08/2024,151.86,Debit,ACH Debit,ACH Debit,,,,,Payment to Allstate,Insurance,2100002,
07/08/2024,07/08/2024,10.54,Debit,ACH Debit,ACH Debit,,,,,Transfer to PayPal,Transfers,9100001,
07/08/2024,07/05/2024,26.53,Debit,POS,POS,,,,,Fred Meyer,General Merchandise,,
07/08/2024,07/04/2024,15.00,Debit,POS,POS,,,,,DEBIT-DC 7898 HOLMAN'S HELLO INN PORTLAND OR null,Groceries,,
07/08/2024,07/07/2024,10.00,Debit,POS,POS,,,,,DEBIT-DC 7898 SQ *CHEESE & CRACK PORTLAND OR null,Restaurants/Dining,,
07/08/2024,07/05/2024,10.00,Debit,POS,POS,,,,,DEBIT-DC 7898 HOLMAN'S HELLO INN PORTLAND OR null,Groceries,,
07/08/2024,07/07/2024,9.27,Debit,POS,POS,,,,,Plaid Pantry,Groceries,,
07/08/2024,07/04/2024,9.00,Debit,POS,POS,,,,,DEBIT-DC 7898 HOLMAN'S HELLO INN PORTLAND OR null,Groceries,,
07/08/2024,07/05/2024,8.28,Debit,POS,POS,,,,,DEBIT-DC 7898 ROCKET 5459 PORTLAND null US,Other Expenses,,
07/08/2024,07/04/2024,8.00,Debit,POS,POS,,,,,DEBIT-DC 7898 HOLMAN'S HELLO INN PORTLAND OR null,Groceries,,
07/08/2024,07/06/2024,6.99,Debit,POS,POS,,,,,Netflix,Entertainment,,
07/05/2024,07/05/2024,137.31,Debit,Transfer,Transfer,,,,,Transfer To Credit Card -4587,Credit Card Payments,,
07/05/2024,07/03/2024,89.29,Debit,POS,POS,,,,,Whole Foods Market,Groceries,,
07/05/2024,07/04/2024,42.62,Debit,POS,POS,,,,,Whole Foods Market,Groceries,,
07/05/2024,07/03/2024,40.16,Debit,POS,POS,,,,,DEBIT-DC 7898 ROCKET 5459 PORTLAND null US,Other Expenses,,
07/05/2024,07/03/2024,21.00,Debit,POS,POS,,,,,DEBIT-DC 7898 TST* ANKENY TAP & PORTLAND OR null,Restaurants/Dining,,
07/05/2024,07/04/2024,17.18,Debit,POS,POS,,,,,DEBIT-DC 7898 ROCKET 5459 PORTLAND null US,Other Expenses,,
07/05/2024,07/03/2024,15.99,Debit,POS,POS,,,,,Apple,Electronics,,
07/05/2024,07/03/2024,14.50,Debit,POS,POS,,,,,Joe's Burgers,Restaurants/Dining,,
07/05/2024,07/03/2024,7.99,Debit,POS,POS,,,,,Crunchyroll,Entertainment,,
07/05/2024,07/03/2024,7.58,Debit,POS,POS,,,,,DEBIT-DC 7898 ROCKET 5459 PORTLAND null US,Other Expenses,,
07/05/2024,07/03/2024,4.50,Debit,POS,POS,,,,,Crema Coffee,Restaurants/Dining,,
07/05/2024,07/04/2024,4.00,Debit,POS,POS,,,,,Crema Coffee,Restaurants/Dining,,
07/03/2024,07/02/2024,20.00,Debit,POS,POS,,,,,City State Diner,Restaurants/Dining,,
07/03/2024,07/01/2024,18.75,Debit,POS,POS,,,,,DEBIT-DC 7898 TST* FIRE ON THE M PORTLAND OR null,Restaurants/Dining,,
07/03/2024,07/02/2024,14.30,Debit,POS,POS,,,,,Chipotle Mexican Grill,Restaurants/Dining,,
07/03/2024,07/02/2024,7.28,Debit,POS,POS,,,,,DEBIT-DC 7898 ROCKET 5459 PORTLAND null US,Other Expenses,,
07/03/2024,07/01/2024,7.00,Debit,POS,POS,,,,,DEBIT-DC 7898 UMPQUA PLAZA 5430 PORTLAND OR null,Groceries,,
07/03/2024,07/02/2024,6.80,Debit,POS,POS,,,,,DEBIT-DC 7898 LS MEAT FOR CATS A XX6971 OR null,Groceries,,
07/03/2024,07/02/2024,5.25,Debit,POS,POS,,,,,Crema Coffee,Restaurants/Dining,,
07/02/2024,07/02/2024,1505.99,Debit,ACH Debit,ACH Debit,,,,,- Pl*anchornwprope Web Pmts XX2468,Rent,11192468,
07/02/2024,07/02/2024,87.54,Debit,ACH Debit,ACH Debit,,,,,Payment to Portland General Electric,Utilities,9100001,
07/02/2024,07/02/2024,36.54,Debit,ACH Debit,ACH Debit,,,,,Payment to Chase,Credit Card Payments,2100002,
07/02/2024,07/01/2024,8.28,Debit,POS,POS,,,,,DEBIT-DC 7898 ROCKET 5459 PORTLAND null US,Other Expenses,,
07/02/2024,07/02/2024,5.99,Debit,POS,POS,,,,,Spotify,Entertainment,,
07/02/2024,07/01/2024,4.00,Debit,POS,POS,,,,,Crema Coffee,Restaurants/Dining,,
07/01/2024,06/30/2024,108.00,Debit,POS,POS,,,,,Transfer to Amber,Transfers,,
07/01/2024,06/29/2024,34.00,Debit,POS,POS,,,,,DEBIT-DC 7898 GROUND BREAKER BRE PORTLAND OR null,Restaurants/Dining,,
07/01/2024,06/30/2024,31.00,Debit,POS,POS,,,,,DEBIT-DC 7898 SQ *TEXICANO PORTLAND OR null,Restaurants/Dining,,
07/01/2024,06/29/2024,25.88,Debit,POS,POS,,,,,DEBIT-DC 7898 ROCKET 5459 PORTLAND null US,Other Expenses,,
07/01/2024,06/28/2024,17.75,Debit,POS,POS,,,,,DEBIT-DC 7898 NEW CASCADIA TRADI PORTLAND OR null,Groceries,,
07/01/2024,06/29/2024,16.52,Debit,POS,POS,,,,,The Rambler,Restaurants/Dining,,
07/01/2024,06/30/2024,12.59,Debit,POS,POS,,,,,DEBIT-DC 7898 ROCKET 5459 PORTLAND null US,Other Expenses,,
07/01/2024,06/30/2024,9.50,Debit,POS,POS,,,,,Crema Coffee,Restaurants/Dining,,
07/01/2024,06/29/2024,8.97,Debit,POS,POS,,,,,DEBIT-DC 7898 ROCKET 5459 PORTLAND null US,Other Expenses,,
07/01/2024,06/28/2024,7.00,Debit,POS,POS,,,,,DEBIT-DC 7898 UMPQUA PLAZA 5430 PORTLAND OR null,Groceries,,
07/01/2024,06/28/2024,4.00,Debit,POS,POS,,,,,Crema Coffee,Restaurants/Dining,,
07/01/2024,06/28/2024,2.99,Debit,POS,POS,,,,,Apple,Electronics,,
07/01/2024,06/28/2024,2.52,Debit,POS,POS,,,,,FedEx,Postage and Shipping,,
07/01/2024,06/30/2024,2.00,Debit,POS,POS,,,,,City Center Parking,Travel,,
06/28/2024,06/28/2024,0.07,Credit,Credit,Credit,,,,,Interest Income,Interest,,
06/28/2024,06/26/2024,22.68,Debit,POS,POS,,,,,Belmont Station,Groceries,,
06/28/2024,06/27/2024,14.30,Debit,POS,POS,,,,,Chipotle Mexican Grill,Restaurants/Dining,,
06/28/2024,06/26/2024,7.68,Debit,POS,POS,,,,,Shell,Gasoline/Fuel,,
06/28/2024,06/27/2024,4.59,Debit,POS,POS,,,,,Debit- XX 7898 Rocket 5459 Portland US,Other Expenses,,
06/27/2024,06/26/2024,20.00,Debit,POS,POS,,,,,Shell,Gasoline/Fuel,,
06/27/2024,06/26/2024,15.00,Debit,POS,POS,,,,,Debit- XX 7898 Www.thaipe* Thai P Www.thaipeaco OR,Restaurants/Dining,,
06/27/2024,06/26/2024,4.00,Debit,POS,POS,,,,,Debit- XX 7898 Sq *staccato Gelat Portland OR,Restaurants/Dining,,
06/27/2024,06/27/2024,2161.01,Credit,ACH Credit,ACH Credit,,,,,Department Of Veteran Affairs Deposit,Deposits,11103600,
06/27/2024,06/27/2024,794.85,Credit,ACH Credit,ACH Credit,,,,,Salary/Regular Income from U.s. Dept. Of Veterans Affairs,Paychecks/Salary,11173693,
06/27/2024,06/27/2024,529.90,Credit,ACH Credit,ACH Credit,,,,,Salary/Regular Income from U.s. Dept. Of Veterans Affairs,Paychecks/Salary,11173693,
06/26/2024,06/26/2024,11.94,Debit,ACH Debit,ACH Debit,,,,,Payment to Allstate,Insurance,2100002,
06/26/2024,06/25/2024,58.87,Debit,POS,POS,,,,,Trader Joe's,Groceries,,
06/26/2024,06/25/2024,7.58,Debit,POS,POS,,,,,Debit- XX 7898 Rocket 5459 Portland US,Other Expenses,,
06/26/2024,06/25/2024,4.50,Debit,POS,POS,,,,,Crema Coffee,Restaurants/Dining,,
06/25/2024,06/25/2024,3.50,Credit,Credit,Credit,,,,,ATM Rebate,Refunds/Adjustments,,
06/25/2024,06/24/2024,12.20,Debit,POS,POS,,,,,Chipotle Mexican Grill,Restaurants/Dining,,
06/25/2024,06/25/2024,105.46,Credit,ACH Credit,ACH Credit,,,,,Deposit Ump Ext Transfer External F,Deposits,12320505,
06/24/2024,06/22/2024,396.20,Debit,POS,POS,,,,,Banfield Pet Hospital,Pets/Pet Care,,
06/24/2024,06/22/2024,21.00,Debit,POS,POS,,,,,Debit- XX 7898 New Cascadia Tradi Portland OR,Other Expenses,,
06/24/2024,06/21/2024,20.39,Debit,POS,POS,,,,,Belmont Station,Groceries,,
06/24/2024,06/21/2024,10.97,Debit,POS,POS,,,,,Debit- XX 7898 Rocket 5459 Portland US,Other Expenses,,
06/24/2024,06/21/2024,9.50,Debit,POS,POS,,,,,Crema Coffee,Restaurants/Dining,,
06/24/2024,06/23/2024,4.59,Debit,POS,POS,,,,,Debit- XX 7898 Rocket 5459 Portland US,Other Expenses,,
06/21/2024,06/21/2024,85.00,Debit,ACH Debit,ACH Debit,,,,,Payment to Comcast,Cable/Satellite Services,2100002,
06/21/2024,06/20/2024,14.45,Debit,POS,POS,,,,,Chipotle Mexican Grill,Restaurants/Dining,,
06/21/2024,06/20/2024,6.88,Debit,POS,POS,,,,,Debit- XX 7898 Rocket 5459 Portland US,Other Expenses,,
06/21/2024,06/19/2024,5.00,Debit,POS,POS,,,,,Debit- XX 7898 Sq *staccato Gelat Portland OR,Restaurants/Dining,,
06/20/2024,06/19/2024,20.12,Debit,POS,POS,,,,,Debit- XX 7898 Rocket 5459 Portland US,Other Expenses,,
06/20/2024,06/18/2024,14.30,Debit,POS,POS,,,,,Chipotle Mexican Grill,Restaurants/Dining,,
06/20/2024,06/19/2024,9.50,Debit,POS,POS,,,,,Crema Coffee,Restaurants/Dining,,
06/20/2024,06/18/2024,6.88,Debit,POS,POS,,,,,Debit- XX 7898 Rocket 5459 Portland US,Other Expenses,,
06/20/2024,06/19/2024,2.99,Debit,POS,POS,,,,,Debit- XX 7898 Rocket 5459 Portland US,Other Expenses,,
06/18/2024,06/17/2024,199.27,Debit,POS,POS,,,,,Subaru,Automotive Expenses,,
06/18/2024,06/18/2024,9.88,Debit,POS,POS,,,,,Chevron,Gasoline/Fuel,,
06/17/2024,06/15/2024,55.00,Debit,POS,POS,,,,,Birdie Time Pub,Entertainment,,
06/17/2024,06/15/2024,21.19,Debit,POS,POS,,,,,Whole Foods Market,Groceries,,
06/17/2024,06/15/2024,14.54,Debit,POS,POS,,,,,Powell's Books,Hobbies,,
06/17/2024,06/15/2024,13.80,Debit,POS,POS,,,,,Debit- XX 7898 Sq *fomo Chicken Portland OR,Restaurants/Dining,,
06/17/2024,06/16/2024,8.68,Debit,POS,POS,,,,,Debit- XX 7898 Rocket 5459 Portland US,Other Expenses,,
06/17/2024,06/15/2024,7.88,Debit,POS,POS,,,,,Shell,Gasoline/Fuel,,
06/17/2024,06/15/2024,4.00,Debit,POS,POS,,,,,Crema Coffee,Restaurants/Dining,,
06/14/2024,06/13/2024,11.27,Debit,POS,POS,,,,,Debit- XX 7898 Rocket 5459 Portland US,Other Expenses,,
06/13/2024,06/12/2024,94.26,Debit,POS,POS,,,,,Whole Foods Market,Groceries,,
06/13/2024,06/11/2024,22.48,Debit,POS,POS,,,,,Belmont Station,Groceries,,
06/13/2024,06/12/2024,8.28,Debit,POS,POS,,,,,Debit- XX 7898 Rocket 5459 Portland US,Other Expenses,,
06/13/2024,06/13/2024,5.99,Debit,POS,POS,,,,,Debit- XX 7898 Ott* Dropout Httpswww.drop CA,Online Services,,
06/12/2024,06/11/2024,14.00,Debit,POS,POS,,,,,Debit- XX 7898 Sq *fomo Chicken Portland OR,Restaurants/Dining,,
06/12/2024,06/11/2024,6.48,Debit,POS,POS,,,,,Petco,Pets/Pet Care,,
06/12/2024,06/11/2024,62.50,Debit,ATM,ATM,,,,,ATM Withdrawal Plus LkXX6395 Portland OR US,ATM/Cash Withdrawals,,
06/12/2024,06/11/2024,1.00,Debit,Debit,Debit,,,,,ATM Fee - Withdrawal,Service Charges/Fees,,
06/11/2024,06/10/2024,22.74,Debit,POS,POS,,,,,DoorDash,Restaurants/Dining,,
06/11/2024,06/10/2024,11.20,Debit,POS,POS,,,,,Chipotle Mexican Grill,Restaurants/Dining,,
06/11/2024,06/10/2024,9.17,Debit,POS,POS,,,,,Debit- XX 7898 Rocket 5459 Portland US,Other Expenses,,
06/11/2024,06/10/2024,3.75,Debit,POS,POS,,,,,Crema Coffee,Restaurants/Dining,,
06/11/2024,06/11/2024,250.00,Credit,ACH Credit,ACH Credit,,,,,Salary/Regular Income from U.s. Dept. Of Veterans Affairs,Paychecks/Salary,11173693,
06/10/2024,06/08/2024,34.22,Debit,POS,POS,,,,,Fred Meyer,General Merchandise,,
06/10/2024,06/08/2024,25.00,Debit,POS,POS,,,,,Debit- XX 7898 Sq *washington Ren Canby OR,Other Expenses,,
06/10/2024,06/08/2024,25.00,Debit,POS,POS,,,,,Debit- XX 7898 Sq *washington Ren Canby OR,Other Expenses,,
06/10/2024,06/08/2024,20.70,Debit,POS,POS,,,,,Debit- XX 7898 Sq *bookwyrmnotion Tacoma WA,Other Expenses,,
06/10/2024,06/07/2024,18.52,Debit,POS,POS,,,,,Fred Meyer,General Merchandise,,
06/10/2024,06/08/2024,17.00,Debit,POS,POS,,,,,Debit- XX 7898 Sq *washington Ren Canby OR,Other Expenses,,
06/10/2024,06/08/2024,16.00,Debit,POS,POS,,,,,Debit- XX 7898 Sq *splintered Lan Canby OR,Online Services,,
06/10/2024,06/07/2024,15.99,Debit,POS,POS,,,,,Apple,Electronics,,
06/10/2024,06/08/2024,13.00,Debit,POS,POS,,,,,Debit- XX 7898 Sq *washington Ren Canby OR,Other Expenses,,
06/10/2024,06/07/2024,11.68,Debit,POS,POS,,,,,Debit- XX 7898 Rocket 5459 Portland US,Other Expenses,,
06/10/2024,06/09/2024,11.27,Debit,POS,POS,,,,,Debit- XX 7898 Rocket 5459 Portland US,Other Expenses,,
06/10/2024,06/08/2024,9.00,Debit,POS,POS,,,,,Crema Coffee,Restaurants/Dining,,
06/10/2024,06/07/2024,9.00,Debit,POS,POS,,,,,Crema Coffee,Restaurants/Dining,,
06/10/2024,06/08/2024,7.00,Debit,POS,POS,,,,,Debit- XX 7898 Sq *sher-lea's Toledo OR,Groceries,,
06/10/2024,06/08/2024,6.00,Debit,POS,POS,,,,,Debit- XX 7898 Sq *wet Thy Whistl West Linn OR,Other Expenses,,
06/10/2024,06/07/2024,4.58,Debit,POS,POS,,,,,Debit- XX 7898 Rocket 5459 Portland US,Other Expenses,,
06/10/2024,06/09/2024,3.00,Debit,POS,POS,,,,,Payment to OnlyFans,Dues and Subscriptions,,
06/07/2024,06/05/2024,9.77,Debit,POS,POS,,,,,Debit- XX 7898 Los Tres Mosqueter Portland OR,Restaurants/Dining,,
06/07/2024,06/06/2024,6.99,Debit,POS,POS,,,,,Netflix,Entertainment,,
06/06/2024,06/06/2024,10.54,Debit,ACH Debit,ACH Debit,,,,,Transfer to PayPal,Transfers,9100001,
06/06/2024,06/05/2024,20.43,Debit,POS,POS,,,,,Debit- XX 7898 Rocket 5459 Portland US,Other Expenses,,
06/06/2024,06/05/2024,2.99,Debit,POS,POS,,,,,Debit- XX 7898 Rocket 5459 Portland US,Other Expenses,,
06/06/2024,06/05/2024,2.99,Debit,POS,POS,,,,,Debit- XX 7898 Rocket 5459 Portland US,Other Expenses,,
06/05/2024,06/05/2024,151.86,Debit,ACH Debit,ACH Debit,,,,,Payment to Allstate,Insurance,2100002,
06/05/2024,06/05/2024,21.00,Debit,ACH Debit,ACH Debit,,,,,- Psu Cashier Cashnet XX0103,ATM/Cash Withdrawals,4100103,
06/05/2024,06/05/2024,136.71,Debit,Transfer,Transfer,,,,,Transfer To Credit Card -4587,Credit Card Payments,,
06/05/2024,06/04/2024,21.00,Debit,POS,POS,,,,,Debit- XX 7898 Www.thaipe* Thai P Www.thaipeaco OR,Restaurants/Dining,,
06/05/2024,06/04/2024,2.10,Debit,POS,POS,,,,,PepsiCo,Groceries,,
06/04/2024,06/04/2024,1505.99,Debit,ACH Debit,ACH Debit,,,,,- Pl*anchornwprope Web Pmts XX2468,Rent,11192468,
06/04/2024,06/04/2024,53.93,Debit,ACH Debit,ACH Debit,,,,,Payment to Portland General Electric,Utilities,9100001,
06/04/2024,06/03/2024,7.85,Debit,POS,POS,,,,,Debit- XX 7898 Cocina Chopollos Llc Portland OR US,Restaurants/Dining,,
06/04/2024,06/03/2024,5.58,Debit,POS,POS,,,,,Debit- XX 7898 Rocket 5459 Portland US,Other Expenses,,
06/04/2024,06/03/2024,3.45,Debit,POS,POS,,,,,Debit- XX 7898 Sunnys Espresso An Portland OR,Restaurants/Dining,,
06/03/2024,06/03/2024,43.78,Debit,ACH Debit,ACH Debit,,,,,Payment to Chase,Credit Card Payments,2100002,
06/03/2024,06/03/2024,218.14,Debit,Transfer,Transfer,,,,,Transfer To Credit Card -4587,Credit Card Payments,,
06/03/2024,06/01/2024,93.96,Debit,POS,POS,,,,,Trader Joe's,Groceries,,
06/03/2024,06/01/2024,15.58,Debit,POS,POS,,,,,Debit- XX 7898 Rocket 5459 Portland US,Other Expenses,,
06/03/2024,06/01/2024,11.27,Debit,POS,POS,,,,,Debit- XX 7898 Rocket 5459 Portland US,Other Expenses,,
06/03/2024,06/01/2024,10.00,Debit,POS,POS,,,,,Draftkings,Entertainment,,
06/03/2024,06/02/2024,9.79,Debit,POS,POS,,,,,Debit- XX 7898 Rocket 5459 Portland US,Other Expenses,,
06/03/2024,06/02/2024,7.99,Debit,POS,POS,,,,,Crunchyroll,Entertainment,,
06/03/2024,05/31/2024,6.00,Debit,POS,POS,,,,,Debit- XX 7898 Subscribestar XX6964 WY,Other Expenses,,
06/03/2024,06/02/2024,5.99,Debit,POS,POS,,,,,Spotify,Entertainment,,
06/03/2024,06/03/2024,10.10,Credit,Deposit,Deposit,,,,,Draftkings Deposit,Deposits,,
05/31/2024,05/31/2024,0.06,Credit,Credit,Credit,,,,,Interest Income,Interest,,
05/31/2024,05/31/2024,108.00,Debit,POS,POS,,,,,Transfer to Venmo,Transfers,,
05/31/2024,05/30/2024,27.47,Debit,POS,POS,,,,,Debit- XX 7898 Rocket 5459 Portland US,Other Expenses,,
05/31/2024,05/30/2024,14.30,Debit,POS,POS,,,,,Chipotle Mexican Grill,Restaurants/Dining,,
05/31/2024,05/30/2024,6.80,Debit,POS,POS,,,,,Debit- XX 7898 Ls Meat For Cats A XX6971 OR,Groceries,,
05/30/2024,05/29/2024,14.13,Debit,POS,POS,,,,,Fred Meyer,General Merchandise,,
05/30/2024,05/29/2024,10.27,Debit,POS,POS,,,,,Debit- XX 7898 Rocket 5459 Portland US,Other Expenses,,
05/30/2024,05/29/2024,2.99,Debit,POS,POS,,,,,Apple,Electronics,,
05/30/2024,05/30/2024,1589.70,Credit,ACH Credit,ACH Credit,,,,,Salary/Regular Income from U.s. Dept. Of Veterans Affairs,Paychecks/Salary,11173693,
05/29/2024,05/29/2024,11.94,Debit,ACH Debit,ACH Debit,,,,,Payment to Allstate,Insurance,2100002,
05/29/2024,05/28/2024,16.00,Debit,POS,POS,,,,,Debit- XX 7898 Sq *fomo Chicken Portland OR,Restaurants/Dining,,
05/29/2024,05/29/2024,2161.01,Credit,ACH Credit,ACH Credit,,,,,Department Of Veteran Affairs Deposit,Deposits,7173610,
05/28/2024,05/25/2024,56.00,Debit,POS,POS,,,,,Keys Lounge,Entertainment,,
05/28/2024,05/25/2024,25.93,Debit,POS,POS,,,,,Fred Meyer,General Merchandise,,
05/28/2024,05/26/2024,15.00,Debit,POS,POS,,,,,Debit- XX 7898 Www.thaipe* Thai P Www.thaipeaco OR,Restaurants/Dining,,
05/28/2024,05/27/2024,14.30,Debit,POS,POS,,,,,Chipotle Mexican Grill,Restaurants/Dining,,
05/28/2024,05/25/2024,13.80,Debit,POS,POS,,,,,Debit- XX 7898 Sq *fomo Chicken Portland OR,Restaurants/Dining,,
05/28/2024,05/25/2024,11.98,Debit,POS,POS,,,,,Fred Meyer,General Merchandise,,
05/28/2024,05/26/2024,7.88,Debit,POS,POS,,,,,Debit- XX 7898 Rocket 5459 Portland US,Other Expenses,,
05/28/2024,05/25/2024,7.58,Debit,POS,POS,,,,,Debit- XX 7898 Rocket 5459 Portland US,Other Expenses,,
05/28/2024,05/28/2024,7.28,Debit,POS,POS,,,,,Debit- XX 7898 Rocket 5459 Portland US,Other Expenses,,
05/28/2024,05/28/2024,102.77,Credit,ACH Credit,ACH Credit,,,,,Deposit Ump Ext Transfer External F,Deposits,12320505,
05/24/2024,05/24/2024,2.55,Credit,Credit,Credit,,,,,ATM Rebate,Refunds/Adjustments,,
05/24/2024,05/23/2024,13.80,Debit,POS,POS,,,,,Debit- XX 7898 Sq *fomo Chicken Portland OR,Restaurants/Dining,,
05/24/2024,05/23/2024,8.28,Debit,POS,POS,,,,,Debit- XX 7898 Rocket 5459 Portland US,Other Expenses,,
05/24/2024,05/23/2024,4.00,Debit,POS,POS,,,,,Crema Coffee,Restaurants/Dining,,
05/23/2024,05/22/2024,21.08,Debit,POS,POS,,,,,Fred Meyer,General Merchandise,,
05/23/2024,05/22/2024,20.90,Debit,POS,POS,,,,,Debit- XX 7898 Rocket 5459 Portland US,Other Expenses,,
05/23/2024,05/22/2024,4.59,Debit,POS,POS,,,,,Plaid Pantry,Groceries,,
05/23/2024,05/22/2024,2.99,Debit,POS,POS,,,,,Debit- XX 7898 Rocket 5459 Portland US,Other Expenses,,
05/22/2024,05/21/2024,124.78,Debit,POS,POS,,,,,Fred Meyer,General Merchandise,,
05/21/2024,05/21/2024,85.00,Debit,ACH Debit,ACH Debit,,,,,Payment to Comcast,Cable/Satellite Services,2100002,
05/21/2024,05/20/2024,7.58,Debit,POS,POS,,,,,Debit- XX 7898 Rocket 5459 Portland US,Other Expenses,,
05/21/2024,05/20/2024,3.45,Debit,POS,POS,,,,,Debit- XX 7898 Sunnys Espresso An Portland OR,Restaurants/Dining,,
05/20/2024,05/17/2024,40.00,Debit,POS,POS,,,,,Tierra Del Sol,Online Services,,
05/20/2024,05/18/2024,18.39,Debit,POS,POS,,,,,Belmont Station,Groceries,,
05/20/2024,05/19/2024,12.59,Debit,POS,POS,,,,,Plaid Pantry,Groceries,,
05/20/2024,05/19/2024,10.60,Debit,POS,POS,,,,,Chipotle Mexican Grill,Restaurants/Dining,,
05/20/2024,05/18/2024,10.27,Debit,POS,POS,,,,,Debit- XX 7898 Rocket 5459 Portland US,Other Expenses,,
05/20/2024,05/19/2024,8.88,Debit,POS,POS,,,,,Debit- XX 7898 Rocket 5459 Portland US,Other Expenses,,
05/20/2024,05/18/2024,8.00,Debit,POS,POS,,,,,Debit- XX 7898 The Goodfoot Portland OR,Clothing/Shoes,,
05/20/2024,05/19/2024,7.00,Debit,POS,POS,,,,,Debit- XX 7898 The Basement Pub Portland OR,Restaurants/Dining,,
05/20/2024,05/18/2024,41.55,Debit,ATM,ATM,,,,,ATM Withdrawal Plus PXX7842 Portland OR US,ATM/Cash Withdrawals,,
05/20/2024,05/18/2024,1.00,Debit,Debit,Debit,,,,,ATM Fee - Withdrawal,Service Charges/Fees,,
05/17/2024,05/16/2024,24.50,Debit,POS,POS,,,,,City State Diner,Restaurants/Dining,,
05/16/2024,05/15/2024,40.65,Debit,POS,POS,,,,,Fred Meyer,General Merchandise,,
05/16/2024,05/16/2024,10.29,Debit,POS,POS,,,,,Chevron,Gasoline/Fuel,,
05/16/2024,05/15/2024,7.85,Debit,POS,POS,,,,,Debit- XX 7898 Cocina Chopollos Llc Portland OR US,Restaurants/Dining,,
05/16/2024,05/15/2024,5.00,Debit,POS,POS,,,,,Debit- XX 7898 Gofundme Beatriz S Gofundme.com CA,Charitable Giving,,
05/15/2024,05/14/2024,4.50,Debit,POS,POS,,,,,Crema Coffee,Restaurants/Dining,,
05/14/2024,05/13/2024,7.85,Debit,POS,POS,,,,,Debit- XX 7898 Cocina Chopollos Llc Portland OR US,Restaurants/Dining,,
05/14/2024,05/13/2024,6.20,Debit,POS,POS,,,,,Debit- XX 7898 Sunnys Espresso An Portland OR,Restaurants/Dining,,
05/14/2024,05/13/2024,4.59,Debit,POS,POS,,,,,Debit- XX 7898 Rocket 5459 Portland US,Other Expenses,,
05/14/2024,05/14/2024,3.09,Debit,POS,POS,,,,,Chevron,Gasoline/Fuel,,
05/13/2024,05/10/2024,117.34,Debit,POS,POS,,,,,Fred Meyer,General Merchandise,,
05/13/2024,05/10/2024,28.00,Debit,POS,POS,,,,,Debit- XX 7898 Bellagio's Pizzago XX-0110 OR,Restaurants/Dining,,
05/13/2024,05/11/2024,20.05,Debit,POS,POS,,,,,Debit- XX 7898 Rocket 5459 Portland US,Other Expenses,,
05/13/2024,05/12/2024,19.99,Debit,POS,POS,,,,,Riot Games,Entertainment,,
05/13/2024,05/11/2024,18.39,Debit,POS,POS,,,,,Belmont Station,Groceries,,
05/13/2024,05/11/2024,11.98,Debit,POS,POS,,,,,Powell's Books,Hobbies,,
05/13/2024,05/13/2024,5.99,Debit,POS,POS,,,,,Debit- XX 7898 Ott* Dropout Httpswww.drop CA,Online Services,,
05/13/2024,05/11/2024,5.45,Debit,POS,POS,,,,,Starbucks,Restaurants/Dining,,
05/13/2024,05/12/2024,4.99,Debit,POS,POS,,,,,Riot Games,Entertainment,,
05/13/2024,05/10/2024,4.00,Debit,POS,POS,,,,,Crema Coffee,Restaurants/Dining,,
05/10/2024,05/08/2024,31.47,Debit,POS,POS,,,,,90th Mini Mart,Groceries,,
05/10/2024,05/09/2024,15.64,Debit,POS,POS,,,,,Debit- XX 7898 Rocket 5459 Portland US,Other Expenses,,
05/10/2024,05/08/2024,9.00,Debit,POS,POS,,,,,Debit- XX 7898 Tst* Revolution Ha Portland OR,Restaurants/Dining,,
05/10/2024,05/08/2024,9.00,Debit,POS,POS,,,,,Debit- XX 7898 Tst* Revolution Ha Portland OR,Restaurants/Dining,,
05/09/2024,05/08/2024,501.00,Debit,POS,POS,,,,,Venmo Inc,Online Services,,
05/09/2024,05/08/2024,4.59,Debit,POS,POS,,,,,Debit- XX 7898 Rocket 5459 Portland US,Other Expenses,,
05/09/2024,05/09/2024,500.00,Credit,ACH Credit,ACH Credit,,,,,Deposit Ump Ext Transfer External F,Deposits,12320505,
05/08/2024,05/07/2024,6.68,Debit,POS,POS,,,,,Debit- XX 7898 Rocket 5459 Portland US,Other Expenses,,
05/07/2024,05/07/2024,151.86,Debit,ACH Debit,ACH Debit,,,,,Payment to Allstate,Insurance,2100002,
05/07/2024,05/06/2024,10.75,Debit,POS,POS,,,,,Debit- XX 7898 Sunnys Espresso An Portland OR,Restaurants/Dining,,
05/07/2024,05/06/2024,7.85,Debit,POS,POS,,,,,Debit- XX 7898 Cocina Chopollos Llc Portland OR US,Restaurants/Dining,,
05/07/2024,05/06/2024,7.44,Debit,POS,POS,,,,,Chevron,Gasoline/Fuel,,
05/07/2024,05/06/2024,6.99,Debit,POS,POS,,,,,Netflix,Entertainment,,
05/07/2024,05/06/2024,2.99,Debit,POS,POS,,,,,Debit- XX 7898 Rocket 5459 Portland US,Other Expenses,,
05/06/2024,05/06/2024,10.54,Debit,ACH Debit,ACH Debit,,,,,Transfer to PayPal,Transfers,9100001,
05/06/2024,05/03/2024,38.00,Debit,POS,POS,,,,,Draftkings,Entertainment,,
